"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"20MICRONS","EQ","08-Oct-2018","         40.45","         41.85","         41.85","         38.70","         40.05","         40.00","         39.98","      40396","             1614866.35","        404","      25705","         63.63"
"20MICRONS","EQ","09-Oct-2018","         40.00","         40.00","         40.95","         39.20","         40.00","         39.55","         39.80","      20490","              815455.40","        275","      12108","         59.09"
"20MICRONS","EQ","10-Oct-2018","         39.55","         42.45","         42.50","         39.80","         42.50","         42.10","         41.69","      38232","             1593734.50","        431","      23000","         60.16"
"20MICRONS","EQ","11-Oct-2018","         42.10","         41.20","         41.20","         39.10","         40.00","         39.95","         40.26","      47945","             1930229.45","        549","      28902","         60.28"
"20MICRONS","EQ","12-Oct-2018","         39.95","         40.20","         42.40","         40.15","         41.45","         41.55","         41.57","      34134","             1418812.65","        399","      23366","         68.45"
"20MICRONS","EQ","15-Oct-2018","         41.55","         42.75","         43.00","         41.55","         42.55","         42.50","         42.47","      24330","             1033402.70","        268","      18965","         77.95"
"20MICRONS","EQ","16-Oct-2018","         42.50","         42.40","         44.80","         42.40","         43.70","         43.85","         43.67","      30803","             1345225.45","        420","      18297","         59.40"
"20MICRONS","EQ","17-Oct-2018","         43.85","         44.45","         45.50","         42.85","         42.85","         43.10","         43.98","      30177","             1327106.00","        424","      19940","         66.08"
"20MICRONS","EQ","19-Oct-2018","         43.10","         44.85","         44.85","         40.10","         42.65","         42.05","         42.09","      14973","              630284.75","        239","       9553","         63.80"
"20MICRONS","EQ","22-Oct-2018","         42.05","         44.00","         44.00","         41.35","         42.15","         41.90","         41.81","      21848","              913479.70","        213","      17241","         78.91"
"20MICRONS","EQ","23-Oct-2018","         41.90","         41.50","         41.65","         37.95","         40.05","         39.75","         39.63","      38146","             1511799.70","        539","      25948","         68.02"
"20MICRONS","EQ","24-Oct-2018","         39.75","         40.20","         41.30","         39.25","         40.15","         39.80","         39.94","      18420","              735754.65","        234","      12070","         65.53"
"20MICRONS","EQ","25-Oct-2018","         39.80","         39.00","         39.95","         38.65","         39.15","         39.10","         39.07","      23830","              930979.30","        271","      17592","         73.82"
"20MICRONS","EQ","26-Oct-2018","         39.10","         39.55","         40.55","         39.00","         39.40","         39.60","         39.42","       9454","              372644.45","        173","       6341","         67.07"
"20MICRONS","EQ","29-Oct-2018","         39.60","         40.85","         41.00","         38.60","         40.90","         40.60","         39.83","      24531","              977112.40","        315","      15323","         62.46"
"20MICRONS","EQ","30-Oct-2018","         40.60","         40.00","         42.00","         40.00","         41.65","         41.45","         41.57","      38261","             1590680.95","        469","      26733","         69.87"
"20MICRONS","EQ","31-Oct-2018","         41.45","         42.15","         45.00","         42.00","         42.25","         42.80","         43.13","     112345","             4845103.85","        836","      39591","         35.24"
"20MICRONS","EQ","01-Nov-2018","         42.80","         43.50","         44.55","         42.00","         43.10","         43.10","         43.18","      45487","             1963949.10","        397","      30068","         66.10"
"20MICRONS","EQ","02-Nov-2018","         43.10","         44.65","         44.65","         43.00","         43.65","         43.40","         43.34","      32856","             1424142.35","        295","      19997","         60.86"
"20MICRONS","EQ","05-Nov-2018","         43.40","         44.40","         44.40","         42.90","         43.10","         43.05","         43.34","      25589","             1108912.35","        275","      19232","         75.16"
"20MICRONS","EQ","06-Nov-2018","         43.05","         43.35","         44.15","         42.25","         42.95","         42.85","         42.89","      40692","             1745361.65","        353","      29352","         72.13"
"20MICRONS","EQ","07-Nov-2018","         42.85","         44.50","         44.70","         43.35","         43.35","         43.55","         43.81","      28701","             1257397.05","        293","      23306","         81.20"
"20MICRONS","EQ","09-Nov-2018","         43.55","         44.60","         44.65","         41.20","         42.75","         42.85","         42.72","      35136","             1500946.65","        498","      20755","         59.07"
"20MICRONS","EQ","12-Nov-2018","         42.85","         45.85","         45.85","         43.35","         44.25","         44.30","         44.45","      81592","             3627096.70","        796","      48141","         59.00"
"20MICRONS","EQ","13-Nov-2018","         44.30","         44.15","         45.75","         43.05","         45.45","         45.40","         45.01","      55560","             2500843.40","        550","      37593","         67.66"
"20MICRONS","EQ","14-Nov-2018","         45.40","         46.00","         46.15","         44.50","         45.05","         44.70","         45.15","      21627","              976488.45","        339","      12493","         57.77"
"20MICRONS","EQ","15-Nov-2018","         44.70","         45.30","         45.30","         44.30","         44.65","         44.60","         44.93","      15856","              712419.65","        258","      11420","         72.02"
"20MICRONS","EQ","16-Nov-2018","         44.60","         45.45","         45.45","         43.35","         43.50","         43.55","         43.99","      14099","              620193.05","        269","       9097","         64.52"
"20MICRONS","EQ","19-Nov-2018","         43.55","         43.50","         49.50","         43.15","         45.95","         46.50","         46.86","     166842","             7817849.05","       1746","      99972","         59.92"
"20MICRONS","EQ","20-Nov-2018","         46.50","         46.00","         46.80","         44.20","         44.65","         44.55","         45.30","      37379","             1693195.25","        588","      23504","         62.88"
"20MICRONS","EQ","21-Nov-2018","         44.55","         44.60","         48.50","         43.60","         46.05","         46.30","         46.69","     114132","             5328439.45","       1688","      60091","         52.65"
"20MICRONS","EQ","22-Nov-2018","         46.30","         45.55","         46.90","         45.00","         45.40","         45.65","         46.05","      23181","             1067493.25","        394","      16583","         71.54"
"20MICRONS","EQ","26-Nov-2018","         45.65","         46.05","         46.55","         42.50","         43.60","         43.85","         43.74","      88107","             3853882.80","        696","      55326","         62.79"
"20MICRONS","EQ","27-Nov-2018","         43.85","         43.05","         44.90","         43.05","         43.65","         43.55","         43.99","      25012","             1100226.55","        466","      13092","         52.34"
"20MICRONS","EQ","28-Nov-2018","         43.55","         43.75","         44.50","         43.05","         43.20","         43.30","         43.60","      28367","             1236849.45","        329","      20288","         71.52"
"20MICRONS","EQ","29-Nov-2018","         43.30","         44.00","         44.10","         42.80","         43.00","         43.00","         43.26","      25935","             1121942.10","        337","      17771","         68.52"
"20MICRONS","EQ","30-Nov-2018","         43.00","         43.45","         43.70","         42.55","         42.80","         42.80","         43.05","      20955","              902123.30","        436","      10841","         51.73"
"20MICRONS","EQ","03-Dec-2018","         42.80","         43.00","         43.60","         42.70","         43.00","         42.90","         43.01","      13265","              570535.00","        266","       7538","         56.83"
"20MICRONS","EQ","04-Dec-2018","         42.90","         42.60","         44.00","         42.25","         42.35","         42.35","         42.86","      31231","             1338415.30","        354","      21303","         68.21"
"20MICRONS","EQ","05-Dec-2018","         42.35","         42.35","         43.35","         42.00","         42.00","         42.05","         42.50","      26485","             1125627.60","        359","      11770","         44.44"
"20MICRONS","EQ","06-Dec-2018","         42.05","         42.25","         43.00","         41.20","         42.60","         42.65","         42.40","      20233","              857780.25","        273","      14187","         70.12"
"20MICRONS","EQ","07-Dec-2018","         42.65","         42.60","         43.40","         42.00","         42.55","         42.80","         42.68","      17623","              752180.85","        256","      10641","         60.38"
"20MICRONS","EQ","10-Dec-2018","         42.80","         42.80","         42.80","         41.40","         41.40","         41.80","         41.92","      15730","              659433.15","        284","      11901","         75.66"
"20MICRONS","EQ","11-Dec-2018","         41.80","         40.65","         43.25","         40.60","         43.15","         43.00","         42.46","      28544","             1212050.65","        302","      20003","         70.08"
"20MICRONS","EQ","12-Dec-2018","         43.00","         43.50","         44.75","         42.55","         44.50","         43.55","         43.73","      41633","             1820566.75","        455","      22754","         54.65"
"20MICRONS","EQ","13-Dec-2018","         43.55","         43.55","         44.50","         43.00","         43.30","         43.40","         43.88","      23621","             1036470.95","        352","      13673","         57.88"
"20MICRONS","EQ","14-Dec-2018","         43.40","         43.90","         43.90","         42.70","         42.70","         42.95","         43.13","      15251","              657724.30","        267","       9736","         63.84"
"20MICRONS","EQ","17-Dec-2018","         42.95","         42.95","         43.50","         42.40","         43.25","         42.75","         42.87","      12479","              535020.90","        266","       6741","         54.02"
"20MICRONS","EQ","18-Dec-2018","         42.75","         42.75","         43.00","         42.00","         43.00","         42.95","         42.81","      17737","              759251.30","        248","       8709","         49.10"
"20MICRONS","EQ","19-Dec-2018","         42.95","         42.95","         44.50","         42.80","         43.25","         43.30","         43.57","      27434","             1195180.60","        396","      14120","         51.47"
"20MICRONS","EQ","20-Dec-2018","         43.30","         43.25","         43.90","         42.90","         43.15","         43.20","         43.39","      15890","              689456.15","        257","       8547","         53.79"
"20MICRONS","EQ","21-Dec-2018","         43.20","         43.85","         43.85","         42.05","         42.40","         42.40","         42.74","      22235","              950218.50","        296","      16789","         75.51"
"20MICRONS","EQ","24-Dec-2018","         42.40","         42.40","         43.15","         41.50","         41.55","         41.60","         42.06","      28802","             1211331.85","        268","      21458","         74.50"
"20MICRONS","EQ","26-Dec-2018","         41.60","         41.75","         42.80","         41.40","         41.65","         41.80","         41.88","      12075","              505694.75","        205","       6091","         50.44"
"20MICRONS","EQ","27-Dec-2018","         41.80","         42.55","         42.55","         41.75","         42.10","         41.90","         42.02","       8160","              342896.90","        156","       4640","         56.86"
"20MICRONS","EQ","28-Dec-2018","         41.90","         42.20","         42.65","         41.80","         42.20","         42.20","         42.14","      12191","              513736.70","        135","       7406","         60.75"
"20MICRONS","EQ","31-Dec-2018","         42.20","         42.20","         42.75","         41.50","         42.75","         42.20","         42.04","      28399","             1193909.25","        226","      21170","         74.54"
