SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
KWALITY, EQ, 30-Aug-2019, 2.45, 2.40, 2.45, 2.35, 2.35, 2.35, 2.36, 379135, 8.95, 345, 220606, 58.19
L&TFH, EQ, 30-Aug-2019, 93.00, 93.75, 94.80, 91.50, 94.35, 94.35, 93.46, 9179482, 8578.77, 46965, 1519865, 16.56
L&TFINANCE, N8, 30-Aug-2019, 1030.05, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 50, 0.52, 1, 50, 100.00
L&TFINANCE, NE, 30-Aug-2019, 1015.00, 1016.00, 1016.00, 1016.00, 1016.00, 1016.00, 1016.00, 15, 0.15, 1, 15, 100.00
L&TFINANCE, NG, 30-Aug-2019, 1068.02, 1067.02, 1067.03, 1067.01, 1067.03, 1067.03, 1067.02, 160, 1.71, 4, 160, 100.00
L&TFINANCE, NI, 30-Aug-2019, 1025.00, 1030.00, 1030.00, 1026.10, 1028.01, 1028.01, 1028.04, 15, 0.15, 3, 10, 66.67
L&TFINANCE, NK, 30-Aug-2019, 1026.90, 1025.00, 1025.00, 1025.00, 1025.00, 1025.00, 1025.00, 38, 0.39, 2, 38, 100.00
L&TINFRA, N1, 30-Aug-2019, 1030.05, 1031.00, 1035.00, 1030.05, 1035.00, 1035.00, 1034.57, 253, 2.62, 5, 253, 100.00
L&TINFRA, N2, 30-Aug-2019, 1857.00, 1870.00, 1870.00, 1838.00, 1865.00, 1865.00, 1863.79, 781, 14.56, 11, 564, 72.22
L&TINFRA, N3, 30-Aug-2019, 1024.96, 1025.00, 1029.00, 1025.00, 1025.20, 1025.20, 1028.89, 4526, 46.57, 12, 4466, 98.67
L&TINFRA, N4, 30-Aug-2019, 1840.00, 1831.15, 1834.00, 1823.80, 1825.50, 1825.49, 1829.20, 1995, 36.49, 18, 1970, 98.75
L&TINFRA, N5, 30-Aug-2019, 1007.10, 1009.50, 1009.90, 1007.90, 1009.00, 1009.00, 1008.86, 3118, 31.46, 9, 3018, 96.79
L&TINFRA, N6, 30-Aug-2019, 1903.00, 1902.00, 1910.00, 1902.00, 1902.55, 1904.39, 1906.30, 349, 6.65, 13, 271, 77.65
LAKSHVILAS, EQ, 30-Aug-2019, 38.40, 37.65, 39.45, 36.50, 38.65, 38.70, 37.30, 1823644, 680.16, 11089, 701317, 38.46
LALPATHLAB, EQ, 30-Aug-2019, 1190.50, 1192.00, 1259.90, 1176.05, 1239.80, 1244.25, 1225.14, 94468, 1157.36, 6825, 57517, 60.89
LAMBODHARA, EQ, 30-Aug-2019, 28.35, 28.05, 29.30, 26.85, 28.95, 28.95, 28.47, 6114, 1.74, 434, 2540, 41.54
LAOPALA, EQ, 30-Aug-2019, 178.95, 174.20, 183.70, 171.00, 180.00, 180.25, 179.37, 91179, 163.55, 3260, 49850, 54.67
LASA, EQ, 30-Aug-2019, 11.40, 11.95, 11.95, 11.95, 11.95, 11.95, 11.95, 9300, 1.11, 19, 9300, 100.00
LAURUSLABS, EQ, 30-Aug-2019, 329.05, 325.25, 334.90, 325.25, 330.95, 328.75, 329.09, 5740, 18.89, 389, 3580, 62.37
LAXMIMACH, EQ, 30-Aug-2019, 3703.45, 3774.00, 3774.00, 3665.00, 3672.55, 3704.45, 3718.61, 1331, 49.49, 556, 802, 60.26
LEMONTREE, EQ, 30-Aug-2019, 52.90, 53.60, 54.90, 53.25, 54.25, 54.00, 54.16, 820518, 444.40, 6915, 530198, 64.62
LFIC, EQ, 30-Aug-2019, 54.05, 52.00, 56.70, 51.50, 56.70, 51.65, 51.68, 275, 0.14, 11, 270, 98.18
LGBBROSLTD, EQ, 30-Aug-2019, 341.45, 342.00, 342.00, 328.00, 332.50, 333.65, 333.51, 3228, 10.77, 188, 2304, 71.38
LGBFORGE, BE, 30-Aug-2019, 2.70, 2.80, 2.80, 2.65, 2.80, 2.80, 2.74, 7501, 0.21, 34, -, -
LIBAS, BE, 30-Aug-2019, 52.35, 53.25, 54.95, 53.25, 54.95, 54.95, 54.58, 460, 0.25, 5, -, -
LIBERTSHOE, EQ, 30-Aug-2019, 83.45, 84.00, 86.40, 83.30, 83.90, 83.75, 84.21, 42718, 35.97, 888, 14026, 32.83
LICHSGFIN, EQ, 30-Aug-2019, 414.45, 416.90, 428.00, 414.50, 426.35, 425.40, 420.58, 2937833, 12356.01, 110810, 1286890, 43.80
LICNETFGSC, EQ, 30-Aug-2019, 19.65, 19.15, 19.93, 19.15, 19.88, 19.88, 19.64, 3595, 0.71, 28, 3017, 83.92
LICNETFN50, EQ, 30-Aug-2019, 116.15, 115.30, 116.20, 113.35, 113.35, 113.35, 114.28, 276, 0.32, 6, 270, 97.83
LICNFNHGP, EQ, 30-Aug-2019, 114.20, 113.70, 114.00, 113.25, 113.25, 113.25, 113.28, 1315, 1.49, 5, 1314, 99.92
LINCOLN, EQ, 30-Aug-2019, 133.90, 135.85, 147.95, 135.00, 140.00, 142.50, 140.92, 48204, 67.93, 1145, 33573, 69.65
LINCPEN, EQ, 30-Aug-2019, 198.90, 199.00, 199.00, 189.95, 190.00, 190.45, 190.54, 301, 0.57, 34, 262, 87.04
LINDEINDIA, EQ, 30-Aug-2019, 495.25, 498.50, 505.00, 495.20, 503.00, 502.70, 500.92, 8875, 44.46, 706, 6251, 70.43
LIQUIDBEES, EQ, 30-Aug-2019, 999.99, 1000.00, 1000.01, 999.94, 1000.01, 1000.00, 1000.00, 824302, 8243.03, 3689, 647286, 78.53
LIQUIDETF, EQ, 30-Aug-2019, 1000.00, 1000.01, 1000.01, 999.99, 999.99, 1000.00, 1000.00, 10624, 106.24, 235, 9851, 92.72
LOKESHMACH, EQ, 30-Aug-2019, 36.60, 37.00, 37.90, 34.90, 35.00, 35.20, 36.15, 38682, 13.98, 577, 13590, 35.13
LOTUSEYE, EQ, 30-Aug-2019, 21.15, 20.50, 21.45, 19.35, 20.00, 20.00, 20.32, 12488, 2.54, 320, 5033, 40.30
LOVABLE, EQ, 30-Aug-2019, 61.55, 63.80, 63.80, 61.15, 62.00, 61.90, 62.10, 11958, 7.43, 329, 5099, 42.64
LPDC, EQ, 30-Aug-2019, 1.90, 1.90, 1.95, 1.90, 1.95, 1.95, 1.95, 1659, 0.03, 10, 1579, 95.18
LSIL, EQ, 30-Aug-2019, 0.50, 0.45, 0.50, 0.45, 0.50, 0.50, 0.47, 137574, 0.64, 84, 87636, 63.70
LT, EQ, 30-Aug-2019, 1342.45, 1344.95, 1356.90, 1302.90, 1327.75, 1328.25, 1324.64, 3715119, 49211.80, 138035, 1503721, 40.48
LTI, EQ, 30-Aug-2019, 1631.50, 1642.75, 1642.75, 1621.00, 1624.00, 1626.45, 1630.24, 24902, 405.96, 3052, 12695, 50.98
LTTS, EQ, 30-Aug-2019, 1601.30, 1607.00, 1639.00, 1607.00, 1629.00, 1621.20, 1622.38, 80957, 1313.43, 11078, 45606, 56.33
LUMAXIND, EQ, 30-Aug-2019, 1298.80, 1300.00, 1305.00, 1280.05, 1300.00, 1298.35, 1295.56, 1142, 14.80, 136, 922, 80.74
LUMAXTECH, EQ, 30-Aug-2019, 83.25, 83.55, 86.90, 81.95, 85.00, 84.80, 82.87, 73243, 60.70, 382, 67738, 92.48
LUPIN, EQ, 30-Aug-2019, 735.05, 735.90, 744.55, 720.05, 743.00, 741.00, 731.15, 1509463, 11036.43, 36759, 538431, 35.67
LUXIND, EQ, 30-Aug-2019, 1066.85, 1070.85, 1086.95, 1051.05, 1064.20, 1067.55, 1062.72, 67343, 715.67, 2252, 15526, 23.06
LYKALABS, EQ, 30-Aug-2019, 15.40, 15.50, 15.95, 15.25, 15.90, 15.90, 15.55, 1606, 0.25, 35, 1319, 82.13
LYPSAGEMS, EQ, 30-Aug-2019, 3.80, 3.95, 3.95, 3.80, 3.90, 3.90, 3.94, 5877, 0.23, 19, 5842, 99.40
M&M, EQ, 30-Aug-2019, 528.00, 530.60, 532.90, 519.05, 529.80, 528.80, 525.51, 2929342, 15393.95, 76030, 1236202, 42.20
M&MFIN, EQ, 30-Aug-2019, 315.25, 317.70, 323.45, 314.15, 319.70, 319.95, 318.99, 1354334, 4320.14, 32975, 366491, 27.06
M&MFIN, N2, 30-Aug-2019, 1024.54, 1028.00, 1028.00, 1025.00, 1025.50, 1025.50, 1025.58, 597, 6.12, 7, 597, 100.00
M100, EQ, 30-Aug-2019, 16.27, 16.79, 16.79, 16.00, 16.29, 16.18, 16.25, 52492, 8.53, 159, 32570, 62.05
M17RD, MF, 30-Aug-2019, 5.89, 5.94, 5.94, 5.94, 5.94, 5.94, 5.94, 1000, 0.06, 1, 1000, 100.00
M50, EQ, 30-Aug-2019, 106.37, 110.00, 110.00, 105.64, 106.84, 106.84, 106.96, 859, 0.92, 25, 753, 87.66
MAANALU, EQ, 30-Aug-2019, 67.65, 70.55, 70.55, 67.50, 68.95, 68.55, 68.48, 1320, 0.90, 96, 707, 53.56
MACPOWER, SM, 30-Aug-2019, 95.00, 99.95, 100.00, 99.95, 100.00, 100.00, 99.98, 1000, 1.00, 2, 500, 50.00
MADHAV, EQ, 30-Aug-2019, 26.95, 26.00, 28.30, 26.00, 27.00, 27.15, 27.25, 5154, 1.40, 39, 4653, 90.28
MADHUCON, EQ, 30-Aug-2019, 4.75, 4.95, 4.95, 4.60, 4.65, 4.65, 4.79, 7696, 0.37, 290, 6774, 88.02
MADRASFERT, EQ, 30-Aug-2019, 19.65, 19.80, 19.95, 19.40, 19.40, 19.45, 19.57, 73440, 14.38, 358, 47332, 64.45
MAGADSUGAR, EQ, 30-Aug-2019, 89.70, 90.00, 96.50, 88.65, 88.65, 89.05, 90.77, 7689, 6.98, 257, 5127, 66.68
MAGMA, EQ, 30-Aug-2019, 66.95, 66.65, 67.35, 63.10, 64.50, 65.20, 65.21, 68571, 44.72, 1049, 50928, 74.27
MAGNUM, BE, 30-Aug-2019, 3.20, 3.20, 3.35, 3.05, 3.35, 3.35, 3.28, 1122, 0.04, 10, -, -
MAHABANK, EQ, 30-Aug-2019, 11.75, 11.90, 12.70, 11.80, 12.50, 12.55, 12.32, 998695, 123.05, 2501, 404848, 40.54
MAHAPEXLTD, BE, 30-Aug-2019, 74.85, 71.15, 78.00, 71.15, 78.00, 71.15, 71.17, 531, 0.38, 8, -, -
MAHASTEEL, BE, 30-Aug-2019, 110.95, 106.05, 116.45, 106.05, 116.45, 115.70, 112.60, 32861, 37.00, 238, -, -
MAHESHWARI, EQ, 30-Aug-2019, 249.50, 259.80, 259.80, 234.20, 250.05, 252.90, 250.03, 11597, 29.00, 217, 6927, 59.73
MAHINDCIE, EQ, 30-Aug-2019, 153.00, 153.00, 157.60, 147.60, 152.25, 154.35, 155.87, 1687693, 2630.55, 6818, 1619138, 95.94
MAHLIFE, EQ, 30-Aug-2019, 368.85, 374.00, 376.95, 366.45, 369.85, 368.90, 371.06, 9866, 36.61, 435, 6296, 63.82
MAHLOG, EQ, 30-Aug-2019, 339.75, 343.85, 343.90, 323.95, 330.00, 329.50, 330.88, 48782, 161.41, 2701, 28962, 59.37
MAHSCOOTER, EQ, 30-Aug-2019, 3865.35, 3870.10, 3870.10, 3790.00, 3820.00, 3825.85, 3829.38, 6185, 236.85, 885, 4772, 77.15
MAHSEAMLES, EQ, 30-Aug-2019, 373.30, 374.00, 381.00, 374.00, 374.70, 374.80, 376.28, 3759, 14.14, 399, 1563, 41.58
MAITHANALL, EQ, 30-Aug-2019, 429.45, 435.00, 442.70, 420.05, 433.30, 437.90, 431.36, 27451, 118.41, 1503, 17991, 65.54
MAJESCO, EQ, 30-Aug-2019, 417.30, 420.85, 434.50, 410.00, 423.15, 423.75, 419.70, 16123, 67.67, 2450, 9664, 59.94
MALUPAPER, EQ, 30-Aug-2019, 19.65, 19.10, 20.50, 18.20, 20.30, 19.95, 19.52, 9560, 1.87, 113, 3499, 36.60
MAN50ETF, EQ, 30-Aug-2019, 110.70, 111.00, 111.50, 110.10, 110.90, 110.90, 111.01, 3646, 4.05, 23, 3038, 83.32
MANAKALUCO, EQ, 30-Aug-2019, 4.30, 4.50, 4.85, 4.25, 4.70, 4.70, 4.50, 249499, 11.22, 261, 248846, 99.74
MANAKCOAT, BE, 30-Aug-2019, 3.90, 3.85, 3.85, 3.75, 3.85, 3.85, 3.82, 2812, 0.11, 14, -, -
MANAKSIA, EQ, 30-Aug-2019, 30.35, 30.50, 31.20, 30.45, 30.80, 30.80, 30.55, 1552, 0.47, 37, 1438, 92.65
MANAKSTEEL, EQ, 30-Aug-2019, 11.35, 11.55, 12.25, 11.35, 11.75, 11.60, 11.60, 3048, 0.35, 48, 2893, 94.91
MANALIPETC, EQ, 30-Aug-2019, 17.25, 17.70, 17.70, 17.30, 17.50, 17.40, 17.43, 55548, 9.68, 281, 39654, 71.39
MANAPPURAM, EQ, 30-Aug-2019, 122.35, 122.05, 122.85, 117.80, 119.20, 118.85, 119.53, 5431143, 6492.00, 17404, 1948396, 35.87
MANGALAM, EQ, 30-Aug-2019, 30.40, 30.90, 31.65, 29.55, 31.50, 31.35, 31.07, 9088, 2.82, 127, 5020, 55.24
MANGCHEFER, EQ, 30-Aug-2019, 30.45, 30.70, 30.70, 29.70, 29.85, 29.90, 30.02, 8147, 2.45, 122, 6584, 80.82
MANGLMCEM, EQ, 30-Aug-2019, 255.75, 254.65, 265.00, 254.20, 254.20, 255.80, 255.18, 410137, 1046.58, 540, 402860, 98.23
MANGTIMBER, BE, 30-Aug-2019, 7.15, 7.15, 7.50, 7.00, 7.00, 7.05, 7.05, 5465, 0.39, 21, -, -
MANINDS, EQ, 30-Aug-2019, 41.15, 41.30, 41.65, 39.25, 40.30, 40.20, 40.54, 10765, 4.36, 234, 6774, 62.93
MANINFRA, EQ, 30-Aug-2019, 21.05, 21.20, 22.25, 21.00, 21.20, 21.25, 21.46, 89726, 19.25, 769, 39813, 44.37
MANPASAND, EQ, 30-Aug-2019, 15.10, 14.75, 15.15, 14.50, 15.05, 15.00, 14.81, 228403, 33.82, 2213, 131883, 57.74
MANUGRAPH, EQ, 30-Aug-2019, 13.20, 13.05, 13.25, 12.65, 13.10, 13.10, 12.82, 3561, 0.46, 46, 3188, 89.53
MARALOVER, EQ, 30-Aug-2019, 16.35, 16.00, 16.90, 15.70, 15.85, 15.90, 16.08, 2412, 0.39, 34, 910, 37.73
MARATHON, EQ, 30-Aug-2019, 65.70, 66.00, 66.35, 62.15, 63.50, 64.20, 63.69, 2886, 1.84, 106, 1350, 46.78
MARICO, EQ, 30-Aug-2019, 388.80, 390.00, 393.60, 388.20, 391.50, 391.10, 390.82, 1669135, 6523.30, 52062, 1196919, 71.71
MARINE, SM, 30-Aug-2019, 110.00, 110.10, 110.10, 105.00, 105.00, 105.00, 106.99, 14000, 14.98, 6, 6000, 42.86
MARKSANS, EQ, 30-Aug-2019, 13.65, 13.70, 14.60, 13.50, 13.65, 13.65, 13.69, 528580, 72.35, 1128, 327959, 62.05
MARSHALL, SM, 30-Aug-2019, 19.90, 19.90, 19.90, 19.90, 19.90, 19.90, 19.90, 3000, 0.60, 1, 3000, 100.00
MARUTI, EQ, 30-Aug-2019, 6110.20, 6144.00, 6159.25, 6052.90, 6108.35, 6123.75, 6111.18, 794518, 48554.45, 81325, 168023, 21.15
MASFIN, EQ, 30-Aug-2019, 586.20, 588.55, 604.95, 575.00, 604.20, 585.60, 584.99, 8825, 51.63, 511, 6370, 72.18
MASTEK, EQ, 30-Aug-2019, 335.45, 335.00, 343.50, 334.40, 342.75, 341.30, 340.70, 12040, 41.02, 840, 5614, 46.63
MATRIMONY, EQ, 30-Aug-2019, 539.90, 525.00, 537.95, 521.30, 533.90, 529.70, 529.82, 1379, 7.31, 174, 810, 58.74
MAWANASUG, EQ, 30-Aug-2019, 29.65, 29.60, 29.90, 28.55, 28.95, 29.05, 29.20, 55508, 16.21, 843, 29665, 53.44
MAXINDIA, EQ, 30-Aug-2019, 59.90, 60.00, 60.30, 59.00, 60.00, 59.95, 59.78, 1063791, 635.94, 1293, 1049724, 98.68
MAXVIL, EQ, 30-Aug-2019, 43.95, 44.30, 45.50, 43.75, 45.00, 44.95, 44.90, 22555, 10.13, 209, 20134, 89.27
MAYURUNIQ, EQ, 30-Aug-2019, 214.90, 216.40, 224.70, 215.00, 224.70, 219.60, 217.27, 7888, 17.14, 284, 6634, 84.10
MAZDA, EQ, 30-Aug-2019, 338.55, 340.00, 349.90, 340.00, 341.00, 342.50, 342.22, 244, 0.84, 78, 95, 38.93
MBAPL, EQ, 30-Aug-2019, 75.20, 75.00, 76.00, 75.00, 75.00, 75.00, 75.47, 1061, 0.80, 4, 561, 52.87
MBECL, BE, 30-Aug-2019, 5.00, 4.75, 5.20, 4.75, 5.10, 5.10, 4.91, 10058, 0.49, 41, -, -
MBLINFRA, BE, 30-Aug-2019, 6.30, 6.00, 6.00, 6.00, 6.00, 6.00, 6.00, 16240, 0.97, 29, -, -
MCDHOLDING, EQ, 30-Aug-2019, 18.05, 18.20, 18.70, 17.55, 17.70, 17.90, 18.17, 14108, 2.56, 215, 10199, 72.29
MCDOWELL-N, EQ, 30-Aug-2019, 613.55, 618.05, 632.40, 614.45, 632.40, 628.25, 623.39, 3145927, 19611.35, 82604, 1506478, 47.89
MCL, SM, 30-Aug-2019, 229.80, 225.50, 239.90, 225.50, 239.75, 233.85, 231.59, 16800, 38.91, 16, 12600, 75.00
MCLEODRUSS, BE, 30-Aug-2019, 12.25, 12.85, 12.85, 11.80, 12.20, 12.05, 12.22, 57973, 7.08, 268, -, -
MCX, EQ, 30-Aug-2019, 941.35, 941.30, 981.90, 934.35, 975.05, 977.50, 967.29, 1076578, 10413.67, 31865, 198216, 18.41
MEGASOFT, BE, 30-Aug-2019, 6.55, 6.25, 6.35, 6.25, 6.35, 6.35, 6.29, 3800, 0.24, 6, -, -
MEGH, EQ, 30-Aug-2019, 45.20, 45.50, 45.95, 44.35, 45.65, 45.55, 45.23, 372681, 168.58, 2864, 128260, 34.42
MENONBE, EQ, 30-Aug-2019, 60.90, 60.05, 61.55, 58.00, 58.80, 59.15, 59.12, 14543, 8.60, 376, 9806, 67.43
MEP, EQ, 30-Aug-2019, 28.60, 29.35, 29.35, 28.10, 28.55, 28.65, 28.66, 108388, 31.07, 1557, 21944, 20.25
MERCATOR, BE, 30-Aug-2019, 1.35, 1.30, 1.40, 1.30, 1.40, 1.40, 1.31, 164339, 2.15, 137, -, -
METALFORGE, BE, 30-Aug-2019, 5.15, 5.15, 5.40, 5.15, 5.40, 5.35, 5.23, 7231, 0.38, 59, -, -
METROPOLIS, EQ, 30-Aug-2019, 1071.90, 1078.65, 1174.00, 1067.40, 1161.90, 1162.00, 1143.93, 116547, 1333.22, 8528, 44980, 38.59
MFSL, EQ, 30-Aug-2019, 426.95, 427.00, 433.60, 418.00, 422.85, 421.30, 422.91, 849142, 3591.08, 11183, 498166, 58.67
MGL, EQ, 30-Aug-2019, 846.25, 847.90, 854.75, 834.55, 846.00, 845.25, 844.86, 546757, 4619.31, 35110, 276713, 50.61
MHHL, SM, 30-Aug-2019, 15.85, 16.50, 16.50, 16.50, 16.50, 16.50, 16.50, 3000, 0.50, 1, 3000, 100.00
MHRIL, EQ, 30-Aug-2019, 215.50, 214.75, 218.50, 213.00, 216.15, 216.60, 215.45, 8712, 18.77, 420, 4672, 53.63
MIC, BE, 30-Aug-2019, 0.75, 0.75, 0.75, 0.70, 0.70, 0.70, 0.71, 14174, 0.10, 60, -, -
MIDHANI, EQ, 30-Aug-2019, 115.65, 116.00, 118.75, 114.30, 118.70, 118.45, 115.93, 130127, 150.86, 1436, 104643, 80.42
MILTON, SM, 30-Aug-2019, 14.10, 14.50, 14.50, 14.50, 14.50, 14.50, 14.50, 4000, 0.58, 1, 4000, 100.00
MINDACORP, EQ, 30-Aug-2019, 99.60, 97.00, 103.15, 96.95, 99.30, 99.25, 100.42, 1252948, 1258.25, 5897, 943973, 75.34
MINDAIND, EQ, 30-Aug-2019, 330.35, 326.00, 338.95, 326.00, 337.35, 336.95, 333.33, 79310, 264.37, 4873, 50797, 64.05
MINDTECK, EQ, 30-Aug-2019, 30.65, 33.00, 33.00, 28.20, 29.90, 29.70, 30.17, 7237, 2.18, 594, 4883, 67.47
MINDTREE, EQ, 30-Aug-2019, 687.55, 684.25, 690.90, 668.60, 688.65, 688.60, 679.31, 1154057, 7839.63, 25768, 409592, 35.49
MIRCELECTR, EQ, 30-Aug-2019, 12.55, 12.50, 12.70, 11.80, 12.00, 12.10, 12.23, 99244, 12.14, 498, 50767, 51.15
MIRZAINT, EQ, 30-Aug-2019, 53.05, 53.30, 54.20, 52.95, 53.40, 53.25, 53.49, 71264, 38.12, 844, 35436, 49.72
MMFL, EQ, 30-Aug-2019, 360.40, 361.95, 369.95, 357.60, 368.95, 366.70, 364.56, 1394, 5.08, 263, 529, 37.95
MMP, SM, 30-Aug-2019, 170.00, 165.00, 165.00, 165.00, 165.00, 165.00, 165.00, 3000, 4.95, 5, 3000, 100.00
MMTC, EQ, 30-Aug-2019, 20.70, 20.60, 20.60, 19.50, 19.95, 20.10, 20.08, 1050328, 210.87, 3268, 373783, 35.59
MODIRUBBER, BE, 30-Aug-2019, 38.85, 36.95, 40.50, 36.95, 40.45, 40.45, 40.27, 1581, 0.64, 14, -, -
MOHITIND, EQ, 30-Aug-2019, 5.00, 5.15, 5.85, 4.70, 4.85, 4.90, 5.06, 5179, 0.26, 79, 3672, 70.90
MOHOTAIND, EQ, 30-Aug-2019, 12.60, 12.75, 13.20, 12.10, 13.20, 13.15, 12.89, 3582, 0.46, 47, 3373, 94.17
MOIL, EQ, 30-Aug-2019, 126.85, 127.80, 127.90, 124.60, 125.05, 125.40, 126.15, 60295, 76.06, 1391, 23199, 38.48
MOKSH, SM, 30-Aug-2019, 21.05, 23.75, 23.75, 23.75, 23.75, 23.75, 23.75, 6000, 1.43, 1, 6000, 100.00
MOLDTECH, EQ, 30-Aug-2019, 49.85, 49.10, 50.75, 48.00, 48.50, 48.70, 48.90, 3844, 1.88, 70, 2537, 66.00
MOLDTKPAC, EQ, 30-Aug-2019, 297.25, 297.35, 300.00, 294.10, 299.00, 299.30, 298.14, 11568, 34.49, 562, 7596, 65.66
MONSANTO, EQ, 30-Aug-2019, 2049.05, 2072.90, 2072.90, 2005.05, 2018.00, 2025.10, 2027.04, 1291, 26.17, 582, 924, 71.57
MONTECARLO, EQ, 30-Aug-2019, 241.10, 243.05, 243.05, 235.10, 239.50, 237.60, 237.81, 7201, 17.12, 311, 2648, 36.77
MORARJEE, EQ, 30-Aug-2019, 11.85, 11.45, 12.20, 11.40, 12.20, 12.10, 11.76, 9132, 1.07, 42, 4736, 51.86
MOREPENLAB, EQ, 30-Aug-2019, 15.60, 15.70, 15.90, 15.55, 15.70, 15.65, 15.65, 283590, 44.39, 551, 171737, 60.56
MOTHERSUMI, EQ, 30-Aug-2019, 96.95, 97.95, 98.45, 96.20, 98.05, 98.00, 97.57, 4194317, 4092.53, 39398, 1064748, 25.39
MOTILALOFS, EQ, 30-Aug-2019, 577.60, 574.15, 585.45, 572.75, 578.00, 575.80, 577.37, 17795, 102.74, 979, 11132, 62.56
MOTOGENFIN, BE, 30-Aug-2019, 38.20, 38.20, 38.25, 38.20, 38.25, 38.25, 38.22, 300, 0.11, 5, -, -
MPHASIS, EQ, 30-Aug-2019, 968.00, 967.90, 978.90, 961.05, 975.05, 975.80, 973.40, 63894, 621.94, 3827, 46052, 72.08
MPSLTD, EQ, 30-Aug-2019, 465.00, 469.80, 484.90, 461.05, 469.35, 468.95, 469.98, 3809, 17.90, 304, 2359, 61.93
MRF, EQ, 30-Aug-2019, 57545.65, 57660.00, 58950.00, 57660.00, 58800.00, 58590.05, 58539.26, 4921, 2880.72, 3362, 891, 18.11
MRO-TEK, BE, 30-Aug-2019, 18.00, 17.15, 17.95, 17.15, 17.90, 17.85, 17.88, 451, 0.08, 7, -, -
MRPL, EQ, 30-Aug-2019, 46.05, 45.60, 46.65, 45.60, 45.80, 45.95, 45.94, 150065, 68.94, 1219, 46158, 30.76
MSPL, EQ, 30-Aug-2019, 5.10, 5.55, 5.60, 4.85, 5.10, 5.10, 5.15, 1148, 0.06, 27, 669, 58.28
MSTCLTD, EQ, 30-Aug-2019, 84.50, 85.10, 85.80, 80.30, 81.70, 81.35, 82.26, 81239, 66.83, 1371, 28684, 35.31
MTEDUCARE, EQ, 30-Aug-2019, 29.10, 27.65, 27.65, 27.65, 27.65, 27.65, 27.65, 7888, 2.18, 49, 7888, 100.00
MTNL, EQ, 30-Aug-2019, 5.35, 5.35, 5.50, 5.30, 5.50, 5.45, 5.41, 461240, 24.94, 635, 228740, 49.59
MUKANDENGG, EQ, 30-Aug-2019, 11.40, 12.60, 12.60, 11.35, 11.80, 11.85, 11.83, 4633, 0.55, 45, 3961, 85.50
MUKANDLTD, BE, 30-Aug-2019, 34.65, 36.25, 36.25, 33.55, 34.00, 34.00, 34.85, 1834, 0.64, 18, -, -
MUKTAARTS, EQ, 30-Aug-2019, 36.75, 36.60, 37.85, 35.85, 36.85, 36.60, 37.18, 9743, 3.62, 141, 6979, 71.63
MUNJALAU, EQ, 30-Aug-2019, 34.25, 34.45, 35.20, 33.75, 34.10, 34.30, 34.39, 43611, 15.00, 589, 24299, 55.72
MUNJALSHOW, EQ, 30-Aug-2019, 120.80, 121.50, 122.95, 119.20, 120.15, 120.95, 120.85, 3570, 4.31, 301, 1967, 55.10
MURUDCERA, EQ, 30-Aug-2019, 13.65, 14.45, 14.45, 13.60, 13.60, 13.90, 13.87, 7584, 1.05, 64, 7499, 98.88
MUTHOOTCAP, EQ, 30-Aug-2019, 512.60, 513.75, 513.75, 495.00, 496.10, 496.95, 500.91, 4632, 23.20, 277, 4480, 96.72
MUTHOOTFIN, EQ, 30-Aug-2019, 615.85, 614.80, 614.80, 597.55, 606.00, 607.30, 605.47, 704359, 4264.67, 17531, 143382, 20.36
MVL, BE, 30-Aug-2019, 0.15, 0.15, 0.15, 0.10, 0.10, 0.10, 0.10, 634499, 0.64, 99, -, -
N100, EQ, 30-Aug-2019, 544.26, 545.00, 549.00, 545.00, 546.25, 548.80, 548.49, 14058, 77.11, 243, 10100, 71.85
NABARD, N2, 30-Aug-2019, 1192.00, 1190.00, 1190.25, 1180.25, 1181.00, 1182.24, 1185.82, 2491, 29.54, 37, 1735, 69.65
NACLIND, EQ, 30-Aug-2019, 26.60, 26.95, 28.45, 26.60, 27.00, 26.95, 26.95, 20592, 5.55, 77, 18324, 88.99
NAGAFERT, EQ, 30-Aug-2019, 3.75, 3.85, 3.90, 3.40, 3.50, 3.50, 3.60, 340323, 12.25, 590, 257032, 75.53
NAGAROIL, BE, 30-Aug-2019, 0.25, 0.20, 0.25, 0.20, 0.25, 0.20, 0.22, 176999, 0.38, 65, -, -
NAGREEKCAP, EQ, 30-Aug-2019, 6.30, 5.90, 6.85, 5.75, 6.80, 6.80, 6.50, 382, 0.02, 16, 275, 71.99
NAGREEKEXP, EQ, 30-Aug-2019, 13.10, 13.80, 13.80, 13.00, 13.50, 13.50, 13.38, 668, 0.09, 10, 588, 88.02
NAHARCAP, EQ, 30-Aug-2019, 66.50, 65.00, 67.75, 64.70, 67.75, 65.55, 65.18, 1002, 0.65, 13, 950, 94.81
NAHARINDUS, EQ, 30-Aug-2019, 24.00, 24.00, 24.50, 23.00, 24.20, 24.20, 23.73, 6121, 1.45, 205, 2561, 41.84
